year,block,main_plot,fym_factor_level,rotation_type,rotation_factor_level,phase_number,test_or_treatment,crop_name,crop_code,crop_variety,management_note_id,note_id
2015,2,17,none,arable,ABe,5,2nd test crop,winter rye,R,Mephisto,*,*
2016,2,17,none,arable,ABe,1,1st treatment crop,winter rye,R,Phoenix,*,*
2017,2,17,none,arable,ABe,2,2nd treatment crop,winter oats,O,Mascani,*,*
2018,2,17,none,arable,ABe,3,3rd treatment crop,spring beans,BE*,Fuego,*,7
2019,2,17,none,arable,ABe,4,1st test crop,winter wheat,W,Crusoe,*,*
2020,2,17,none,arable,ABe,5,2nd test crop,winter rye,R,Mephisto,*,*
1938,2,18,FYM,arable,Ah,0,Initialising phase,spring barley,B,Plumage Archer,*,24
1939,2,18,FYM,arable,Ah,4,1st test crop,potatoes,P,Majestic,*,*
1940,2,18,FYM,arable,Ah,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1941,2,18,FYM,arable,Ah,1,1st treatment crop,potatoes,P,Majestic,*,*
1942,2,18,FYM,arable,Ah,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1943,2,18,FYM,arable,Ah,3,3rd treatment crop,hay,H,Italian ryegrass; broad red clover,4.000,*
1944,2,18,FYM,arable,Ah,4,1st test crop,potatoes,P,Majestic,*,*
1945,2,18,FYM,arable,Ah,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1946,2,18,FYM,arable,Ah,1,1st treatment crop,potatoes,P,Majestic,*,*
1947,2,18,FYM,arable,Ah,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1948,2,18,FYM,arable,Ah,3,3rd treatment crop,hay,H,Italian ryegrass; red clover,4.000,*
1949,2,18,FYM,arable,Ah,4,1st test crop,potatoes,P,Majestic,*,*
1950,2,18,FYM,arable,Ah,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1951,2,18,FYM,arable,Ah,1,1st treatment crop,potatoes,P,Majestic,*,*
1952,2,18,FYM,arable,Ah,2,2nd treatment crop,winter rye,R,King II,*,*
1953,2,18,FYM,arable,Ah,3,3rd treatment crop,hay,H,S.24 perennial ryegrass; late-flowering red clover; alsike clover,4.000,*
1954,2,18,FYM,arable,Ah,4,1st test crop,potatoes,P,Majestic,*,*
1955,2,18,FYM,arable,Ah,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1956,2,18,FYM,arable,Ah,1,1st treatment crop,potatoes,P,Majestic,*,*
1957,2,18,FYM,arable,Ah,2,2nd treatment crop,winter rye,R,King II,*,*
1958,2,18,FYM,arable,Ah,3,3rd treatment crop,hay,H,S.24 perennial ryegrass; late-flowering red clover; alsike clover,4.000,*
1959,2,18,FYM,arable,Ah,4,1st test crop,sugar beet,SBe,Klein E,*,*
1960,2,18,FYM,arable,Ah,5,2nd test crop,spring barley,B,Herta,*,*
1961,2,18,FYM,arable,Ah,1,1st treatment crop,potatoes,P,Majestic,*,*
1962,2,18,FYM,arable,Ah,2,2nd treatment crop,winter rye,R,King II,*,*
1963,2,18,FYM,arable,Ah,3,3rd treatment crop,hay,H,S.24 perennial ryegrass; late-flowering red clover; alsike clover,4.000,2
1964,2,18,FYM,arable,Ah,4,1st test crop,sugar beet,SBe,Klein E,*,*
1965,2,18,FYM,arable,Ah,5,2nd test crop,spring barley,B,Maris Badger,*,*
1966,2,18,FYM,arable,Ah,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1967,2,18,FYM,arable,Ah,2,2nd treatment crop,spring wheat,W*,Kloka,*,15
1968,2,18,FYM,arable,Ah,3,3rd treatment crop,hay,H,S.24 perennial ryegrass; late-flowering red clover; alsike clover,4.000,*
1969,2,18,FYM,arable,Ah,4,1st test crop,spring barley,B,Maris Badger,*,*
1970,2,18,FYM,arable,Ah,5,2nd test crop,spring barley,B,Maris Badger,*,*
1971,2,18,FYM,arable,Ah,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1972,2,18,FYM,arable,Ah,2,2nd treatment crop,spring barley,B,Julia,*,*
1973,2,18,FYM,arable,Ah,3,3rd treatment crop,hay,H,S.24 perennial ryegrass; late-flowering red clover; alsike clover,4.000,*
1974,2,18,FYM,arable,Ah,4,1st test crop,potatoes,P,Maris Piper,*,*
1975,2,18,FYM,arable,Ah,5,2nd test crop,winter wheat,W,Cappelle,*,*
1976,2,18,FYM,arable,AB,1,1st treatment crop,spring barley,B,Julia,*,*
1977,2,18,FYM,arable,AB,2,2nd treatment crop,spring barley,B,Julia,*,*
1978,2,18,FYM,arable,AB,3,3rd treatment crop,spring oats,O*,Manod,*,3
1979,2,18,FYM,arable,AB,4,1st test crop,winter wheat,W,Flanders,*,*
1980,2,18,FYM,arable,AB,5,2nd test crop,spring barley,B,Georgie,*,*
1981,2,18,FYM,arable,AB,1,1st treatment crop,spring barley,B,Triumph,*,*
1982,2,18,FYM,arable,AB,2,2nd treatment crop,spring barley,B,Triumph,*,*
1983,2,18,FYM,arable,AB,3,3rd treatment crop,potatoes,P,Cara,*,14
1984,2,18,FYM,arable,AB,4,1st test crop,winter wheat,W,Avalon,*,*
1985,2,18,FYM,arable,AB,5,2nd test crop,spring barley,B,Triumph,*,*
1986,2,18,FYM,arable,AB,1,1st treatment crop,spring barley,B,Klaxon,*,*
1987,2,18,FYM,arable,AB,2,2nd treatment crop,spring barley,B,Klaxon,*,*
1988,2,18,FYM,arable,AB,3,3rd treatment crop,winter beans,BE,Bourdon,*,*
1989,2,18,FYM,arable,AB,4,1st test crop,winter wheat,W,Mercia,*,*
1990,2,18,FYM,arable,AB,5,2nd test crop,spring barley,B,Klaxon,*,*
1991,2,18,FYM,arable,AB,1,1st treatment crop,spring barley,B,Klaxon,*,*
1992,2,18,FYM,arable,AB,2,2nd treatment crop,spring barley,B,Alexis,*,*
1993,2,18,FYM,arable,AB,3,3rd treatment crop,winter beans,BE,Punch,*,*
1994,2,18,FYM,arable,AB,4,1st test crop,winter wheat,W,Mercia,*,*
1995,2,18,FYM,arable,AB,5,2nd test crop,winter rye,R,Amando,*,*
1996,2,18,FYM,arable,AB,1,1st treatment crop,spring barley,B,Cooper,*,*
1997,2,18,FYM,arable,AB,2,2nd treatment crop,spring barley,B,Cooper,*,*
1998,2,18,FYM,arable,AB,3,3rd treatment crop,winter beans,BE,Punch,*,*
1999,2,18,FYM,arable,AB,4,1st test crop,winter wheat,W,Hereward,*,*
2000,2,18,FYM,arable,AB,5,2nd test crop,winter rye,R,Esprit,*,*
2001,2,18,FYM,arable,ABe,1,1st treatment crop,winter rye,R,Esprit:Nikita,*,*
2002,2,18,FYM,arable,ABe,2,2nd treatment crop,forage maize,M,Hudson,*,*
2003,2,18,FYM,arable,ABe,3,3rd treatment crop,winter beans,BE,Clipper,*,*
2004,2,18,FYM,arable,ABe,4,1st test crop,winter wheat,W,Hereward,*,*
2005,2,18,FYM,arable,ABe,5,2nd test crop,winter rye,R,Protector,*,*
2006,2,18,FYM,arable,ABe,1,1st treatment crop,winter rye,R,Matador,*,*
2007,2,18,FYM,arable,ABe,2,2nd treatment crop,forage maize,M,Hudson,*,*
2008,2,18,FYM,arable,ABe,3,3rd treatment crop,winter beans,BE,Wizard,*,*
2009,2,18,FYM,arable,ABe,4,1st test crop,winter wheat,W,Glasgow,*,*
2010,2,18,FYM,arable,ABe,5,2nd test crop,winter rye,R,Protector,*,*
2011,2,18,FYM,arable,ABe,1,1st treatment crop,winter rye,R,Agronom,*,*
2012,2,18,FYM,arable,ABe,2,2nd treatment crop,winter oats,O,Mascani,*,*
2013,2,18,FYM,arable,ABe,3,3rd treatment crop,spring beans,BE*,Fuego,*,6
2014,2,18,FYM,arable,ABe,4,1st test crop,winter wheat,W,Solstice,*,*
2015,2,18,FYM,arable,ABe,5,2nd test crop,winter rye,R,Mephisto,*,*
2016,2,18,FYM,arable,ABe,1,1st treatment crop,winter rye,R,Phoenix,*,*
2017,2,18,FYM,arable,ABe,2,2nd treatment crop,winter oats,O,Mascani,*,*
2018,2,18,FYM,arable,ABe,3,3rd treatment crop,spring beans,BE*,Fuego,*,7
2019,2,18,FYM,arable,ABe,4,1st test crop,winter wheat,W,Crusoe,*,*
2020,2,18,FYM,arable,ABe,5,2nd test crop,winter rye,R,Mephisto,*,*
1938,2,19,none,arable,Ar,0,Initialising phase,spring barley,B,Plumage Archer,*,24
1939,2,19,none,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1940,2,19,none,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1941,2,19,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1942,2,19,none,arable,Ar,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1943,2,19,none,arable,Ar,3,3rd treatment crop,kale,K,Thousand Head,*,*
1944,2,19,none,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1945,2,19,none,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1946,2,19,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1947,2,19,none,arable,Ar,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1948,2,19,none,arable,Ar,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1949,2,19,none,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1950,2,19,none,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1951,2,19,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1952,2,19,none,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1953,2,19,none,arable,Ar,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1954,2,19,none,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1955,2,19,none,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1956,2,19,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1957,2,19,none,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1958,2,19,none,arable,Ar,3,3rd treatment crop,carrots,C,James's Scarlet Intermediate,*,*
1959,2,19,none,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1960,2,19,none,arable,Ar,5,2nd test crop,spring barley,B,Herta,*,*
1961,2,19,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1962,2,19,none,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1963,2,19,none,arable,Ar,3,3rd treatment crop,carrots,C,James's Scarlet Intermediate,*,*
1964,2,19,none,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1965,2,19,none,arable,Ar,5,2nd test crop,spring barley,B,Maris Badger,*,*
1966,2,19,none,arable,Ar,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1967,2,19,none,arable,Ar,2,2nd treatment crop,spring wheat,W*,Kloka,*,15
1968,2,19,none,arable,Ar,3,3rd treatment crop,carrots,C,Autumn King,*,*
1969,2,19,none,arable,Ar,4,1st test crop,spring barley,B,Maris Badger,*,*
1970,2,19,none,arable,Ar,5,2nd test crop,spring barley,B,Maris Badger,*,*
1971,2,19,none,arable,Ar,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1972,2,19,none,arable,Ar,2,2nd treatment crop,spring barley,B,Julia,*,*
1973,2,19,none,arable,Ar,3,3rd treatment crop,spring barley,B,Julia,*,*
1974,2,19,none,arable,Ar,4,1st test crop,potatoes,P,Maris Piper,*,*
1975,2,19,none,arable,Ar,5,2nd test crop,winter wheat,W,Cappelle,*,*
1976,2,19,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1977,2,19,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1978,2,19,none,arable,AF,3,3rd treatment crop,spring oats,O*,Manod,*,3
1979,2,19,none,arable,AF,4,1st test crop,winter wheat,W,Flanders,*,*
1980,2,19,none,arable,AF,5,2nd test crop,spring barley,B,Georgie,*,*
1981,2,19,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1982,2,19,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1983,2,19,none,arable,AF,3,3rd treatment crop,potatoes,P,Cara,*,14
1984,2,19,none,arable,AF,4,1st test crop,winter wheat,W,Avalon,*,*
1985,2,19,none,arable,AF,5,2nd test crop,spring barley,B,Triumph,*,*
1986,2,19,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1987,2,19,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1988,2,19,none,arable,AF,3,3rd treatment crop,winter beans,BE,Bourdon,*,*
1989,2,19,none,arable,AF,4,1st test crop,winter wheat,W,Mercia,*,*
1990,2,19,none,arable,AF,5,2nd test crop,spring barley,B,Klaxon,*,*
1991,2,19,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1992,2,19,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1993,2,19,none,arable,AF,3,3rd treatment crop,winter beans,BE,Punch,*,*
1994,2,19,none,arable,AF,4,1st test crop,winter wheat,W,Mercia,*,*
1995,2,19,none,arable,AF,5,2nd test crop,winter rye,R,Amando,*,*
1996,2,19,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1997,2,19,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1998,2,19,none,arable,AF,3,3rd treatment crop,winter beans,BE,Punch,*,*
1999,2,19,none,arable,AF,4,1st test crop,winter wheat,W,Hereward,*,*
2000,2,19,none,arable,AF,5,2nd test crop,winter rye,R,Esprit,*,*
2001,2,19,none,arable,AM,1,1st treatment crop,winter rye,R,Esprit:Nikita,*,*
2002,2,19,none,arable,AM,2,2nd treatment crop,winter beans,BE,Clipper,*,*
2003,2,19,none,arable,AM,3,3rd treatment crop,forage maize,M,Hudson,*,*
2004,2,19,none,arable,AM,4,1st test crop,winter wheat,W,Hereward,*,*
2005,2,19,none,arable,AM,5,2nd test crop,winter rye,R,Protector,*,*
2006,2,19,none,arable,AM,1,1st treatment crop,winter rye,R,Matador,*,*
2007,2,19,none,arable,AM,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2008,2,19,none,arable,AM,3,3rd treatment crop,forage maize,M,Hudson,*,*
2009,2,19,none,arable,AM,4,1st test crop,winter wheat,W,Glasgow,*,*
2010,2,19,none,arable,AM,5,2nd test crop,winter rye,R,Protector,*,*
2011,2,19,none,arable,AO,1,1st treatment crop,winter rye,R,Agronom,*,*
2012,2,19,none,arable,AO,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2013,2,19,none,arable,AO,3,3rd treatment crop,spring oats,O*,Circle,*,5
2014,2,19,none,arable,AO,4,1st test crop,winter wheat,W,Solstice,*,*
2015,2,19,none,arable,AO,5,2nd test crop,winter rye,R,Mephisto,*,*
2016,2,19,none,arable,AO,1,1st treatment crop,winter rye,R,Phoenix,*,*
2017,2,19,none,arable,AO,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2018,2,19,none,arable,AO,3,3rd treatment crop,winter oats,O,Mascani,*,*
2019,2,19,none,arable,AO,4,1st test crop,winter wheat,W,Crusoe,*,*
2020,2,19,none,arable,AO,5,2nd test crop,winter rye,R,Mephisto,*,*
1938,2,20,FYM,arable,Ar,0,Initialising phase,spring barley,B,Plumage Archer,*,24
1939,2,20,FYM,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1940,2,20,FYM,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1941,2,20,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1942,2,20,FYM,arable,Ar,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1943,2,20,FYM,arable,Ar,3,3rd treatment crop,kale,K,Thousand Head,*,*
1944,2,20,FYM,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1945,2,20,FYM,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1946,2,20,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1947,2,20,FYM,arable,Ar,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1948,2,20,FYM,arable,Ar,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1949,2,20,FYM,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1950,2,20,FYM,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1951,2,20,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1952,2,20,FYM,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1953,2,20,FYM,arable,Ar,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1954,2,20,FYM,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1955,2,20,FYM,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1956,2,20,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1957,2,20,FYM,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1958,2,20,FYM,arable,Ar,3,3rd treatment crop,carrots,C,James's Scarlet Intermediate,*,*
1959,2,20,FYM,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1960,2,20,FYM,arable,Ar,5,2nd test crop,spring barley,B,Herta,*,*
1961,2,20,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1962,2,20,FYM,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1963,2,20,FYM,arable,Ar,3,3rd treatment crop,carrots,C,James's Scarlet Intermediate,*,*
1964,2,20,FYM,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1965,2,20,FYM,arable,Ar,5,2nd test crop,spring barley,B,Maris Badger,*,*
1966,2,20,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1967,2,20,FYM,arable,Ar,2,2nd treatment crop,spring wheat,W*,Kloka,*,15
1968,2,20,FYM,arable,Ar,3,3rd treatment crop,carrots,C,Autumn King,*,*
1969,2,20,FYM,arable,Ar,4,1st test crop,spring barley,B,Maris Badger,*,*
1970,2,20,FYM,arable,Ar,5,2nd test crop,spring barley,B,Maris Badger,*,*
1971,2,20,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1972,2,20,FYM,arable,Ar,2,2nd treatment crop,spring barley,B,Julia,*,*
1973,2,20,FYM,arable,Ar,3,3rd treatment crop,spring barley,B,Julia,*,*
1974,2,20,FYM,arable,Ar,4,1st test crop,potatoes,P,Maris Piper,*,*
1975,2,20,FYM,arable,Ar,5,2nd test crop,winter wheat,W,Cappelle,*,*
1976,2,20,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1977,2,20,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1978,2,20,FYM,arable,AF,3,3rd treatment crop,spring oats,O*,Manod,*,3
1979,2,20,FYM,arable,AF,4,1st test crop,winter wheat,W,Flanders,*,*
1980,2,20,FYM,arable,AF,5,2nd test crop,spring barley,B,Georgie,*,*
1981,2,20,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1982,2,20,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1983,2,20,FYM,arable,AF,3,3rd treatment crop,potatoes,P,Cara,*,14
1984,2,20,FYM,arable,AF,4,1st test crop,winter wheat,W,Avalon,*,*
1985,2,20,FYM,arable,AF,5,2nd test crop,spring barley,B,Triumph,*,*
1986,2,20,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1987,2,20,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1988,2,20,FYM,arable,AF,3,3rd treatment crop,winter beans,BE,Bourdon,*,*
1989,2,20,FYM,arable,AF,4,1st test crop,winter wheat,W,Mercia,*,*
1990,2,20,FYM,arable,AF,5,2nd test crop,spring barley,B,Klaxon,*,*
1991,2,20,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1992,2,20,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1993,2,20,FYM,arable,AF,3,3rd treatment crop,winter beans,BE,Punch,*,*
1994,2,20,FYM,arable,AF,4,1st test crop,winter wheat,W,Mercia,*,*
1995,2,20,FYM,arable,AF,5,2nd test crop,winter rye,R,Amando,*,*
1996,2,20,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1997,2,20,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1998,2,20,FYM,arable,AF,3,3rd treatment crop,winter beans,BE,Punch,*,*
1999,2,20,FYM,arable,AF,4,1st test crop,winter wheat,W,Hereward,*,*
2000,2,20,FYM,arable,AF,5,2nd test crop,winter rye,R,Esprit,*,*
2001,2,20,FYM,arable,AM,1,1st treatment crop,winter rye,R,Esprit:Nikita,*,*
2002,2,20,FYM,arable,AM,2,2nd treatment crop,winter beans,BE,Clipper,*,*
2003,2,20,FYM,arable,AM,3,3rd treatment crop,forage maize,M,Hudson,*,*
2004,2,20,FYM,arable,AM,4,1st test crop,winter wheat,W,Hereward,*,*
2005,2,20,FYM,arable,AM,5,2nd test crop,winter rye,R,Protector,*,*
2006,2,20,FYM,arable,AM,1,1st treatment crop,winter rye,R,Matador,*,*
2007,2,20,FYM,arable,AM,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2008,2,20,FYM,arable,AM,3,3rd treatment crop,forage maize,M,Hudson,*,*
2009,2,20,FYM,arable,AM,4,1st test crop,winter wheat,W,Glasgow,*,*
2010,2,20,FYM,arable,AM,5,2nd test crop,winter rye,R,Protector,*,*
2011,2,20,FYM,arable,AO,1,1st treatment crop,winter rye,R,Agronom,*,*
2012,2,20,FYM,arable,AO,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2013,2,20,FYM,arable,AO,3,3rd treatment crop,spring oats,O*,Circle,*,5
2014,2,20,FYM,arable,AO,4,1st test crop,winter wheat,W,Solstice,*,*
2015,2,20,FYM,arable,AO,5,2nd test crop,winter rye,R,Mephisto,*,*
2016,2,20,FYM,arable,AO,1,1st treatment crop,winter rye,R,Phoenix,*,*
2017,2,20,FYM,arable,AO,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2018,2,20,FYM,arable,AO,3,3rd treatment crop,winter oats,O,Mascani,*,*
2019,2,20,FYM,arable,AO,4,1st test crop,winter wheat,W,Crusoe,*,*
2020,2,20,FYM,arable,AO,5,2nd test crop,winter rye,R,Mephisto,*,*
1938,2,21,FYM,alternating arable and ley-arable,Ah/L,0,Initialising phase,spring barley,B,Plumage Archer,*,24
1939,2,21,FYM,alternating arable and ley-arable,Ah/L,4,1st test crop,potatoes,P,Majestic,*,*
1940,2,21,FYM,alternating arable and ley-arable,Ah/L,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1941,2,21,FYM,alternating arable and ley-arable,Ah/L,1,1st treatment crop,potatoes,P,Majestic,*,*
1942,2,21,FYM,alternating arable and ley-arable,Ah/L,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1943,2,21,FYM,alternating arable and ley-arable,Ah/L,3,3rd treatment crop,hay,H,Italian ryegrass; broad red clover,4.000,*
1944,2,21,FYM,alternating arable and ley-arable,Ah/L,4,1st test crop,potatoes,P,Majestic,*,*
1945,2,21,FYM,alternating arable and ley-arable,Ah/L,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1946,2,21,FYM,alternating arable and ley-arable,Ah/L,1,1st year ley treatment,lucerne,Lu1,Argentine,3.000,*
1947,2,21,FYM,alternating arable and ley-arable,Ah/L,2,2nd year ley treatment,lucerne,Lu2,Provence,3.000,*
1948,2,21,FYM,alternating arable and ley-arable,Ah/L,3,3rd year ley treatment,lucerne,Lu3,Provence,3.000,*
1949,2,21,FYM,alternating arable and ley-arable,Ah/L,4,1st test crop,potatoes,P,Majestic,*,*
1950,2,21,FYM,alternating arable and ley-arable,Ah/L,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1951,2,21,FYM,alternating arable and ley-arable,Ah/L,1,1st treatment crop,potatoes,P,Majestic,*,*
1952,2,21,FYM,alternating arable and ley-arable,Ah/L,2,2nd treatment crop,winter rye,R,King II,*,*
1953,2,21,FYM,alternating arable and ley-arable,Ah/L,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1954,2,21,FYM,alternating arable and ley-arable,Ah/L,4,1st test crop,potatoes,P,Majestic,*,*
1955,2,21,FYM,alternating arable and ley-arable,Ah/L,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1956,2,21,FYM,alternating arable and ley-arable,Ah/L,1,1st year ley treatment,grazed ley,L1,S.24 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering Montgomery red clover; S.100 white clover,1.000,*
1957,2,21,FYM,alternating arable and ley-arable,Ah/L,2,2nd year ley treatment,grazed ley,L2,S.24 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering Montgomery red clover; S.100 white clover,1.000,*
